TOP_DIRECTOR,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,TOP_ACTOR,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
빌 콘돈,11,4,46,115,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,1,1157,0,0,2654817
김정훈,9,3,39,119,한국,씨제이이앤엠(주),코미디,15세이상관람가,권상우,1,386,3319,0,2625686
카일 발다/피에르 꼬팽,7,3,31,90,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,산드라 블록,1,199,11636,0,2625572
김대승,6,2,23,122,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,청소년관람불가,조여정,0,168,0,0,2621436
마이클 베이,6,2,25,150,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,기타,,1223,16721,0,2614601
폴 그린그래스,7,3,30,123,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,1,643,13139,0,2611966
딘 데블로이스,5,2,20,98,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,제이 바루첼,1,354,0,0,2603857
이장훈,3,1,11,131,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,소지섭,0,311,2078,1,2602273
앤드류 스탠튼,7,3,27,102,미국,월트디즈니컴퍼니코리아(주),애니메이션,전체관람가,엘렌 드제너스,1,263,5951,0,2601734
김진영,3,1,13,118,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,12세이상관람가,송새벽,1,161,0,0,2595625
김성수,9,3,39,132,한국,씨제이이앤엠(주),범죄,청소년관람불가,정우성,0,691,28898,0,2594028
김형주,5,2,18,115,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,이성민,0,198,2752,0,2571491
김홍선,12,4,52,116,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,김우빈,0,978,24306,0,2564340
길예르모 델 토로,7,3,28,131,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1,917,0,1,2539114
매튜 본,6,2,22,132,미국,이십세기폭스코리아(주),액션,12세이상관람가,기타,1,191,0,0,2532306
존 파브로,6,2,23,105,미국,월트디즈니컴퍼니코리아(주),어드벤처,12세이상관람가,닐 세티,0,271,4428,0,2532051
조규장,8,3,33,111,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,이성민,0,115,583,0,2524086
크리스 리노드,8,3,31,90,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1,244,7356,0,2517805
이한,2,1,7,129,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12세이상관람가,정우성,0,175,484,0,2516128
박광현,2,1,6,126,한국,씨제이이앤엠(주),범죄,15세이상관람가,지창욱,0,705,12267,0,2512572
정기훈,12,4,51,120,한국,(주)넥스트엔터테인먼트월드(NEW),멜로,15세이상관람가,고수,0,769,0,0,2471721
톰 맥그라스,5,2,18,97,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,118,4232,0,2450023
변영주,3,1,10,117,한국,필라멘트픽쳐스,미스터리,15세이상관람가,이선균,0,142,0,1,2435211
김휘,8,3,34,110,한국,롯데쇼핑㈜롯데엔터테인먼트,스릴러,청소년관람불가,김윤진,0,297,0,0,2434099
김석윤,2,1,6,119,한국,(주)쇼박스,사극,12세이상관람가,김명민,1,247,3955,0,2424330
김태윤,2,1,7,118,한국,오퍼스픽쳐스(유),드라마,15세이상관람가,정우,0,270,6797,0,2420729
데이빗 예이츠,11,4,46,133,미국,워너브러더스 코리아(주),판타지,12세이상관람가,에디 레드메인,1,220,6057,0,2414062
장재현,2,1,8,122,한국,씨제이이앤엠(주),미스터리,15세이상관람가,이정재,0,117,724,0,2397792
손영성,9,3,39,123,한국,(주)쇼박스,스릴러,15세이상관람가,기타,0,230,0,0,2393086
장준환,10,4,41,125,한국,(주)쇼박스,액션,청소년관람불가,여진구,0,679,0,0,2391963
샘 멘데스,10,4,43,143,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15세이상관람가,기타,1,238,0,0,2376145
정태원,9,3,36,103,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,김수미,1,426,0,0,2363955
안상훈,8,3,32,111,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,청소년관람불가,김하늘,0,231,0,0,2362906
이준익,6,2,26,128,한국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,이제훈,0,857,7265,0,2359174
심형래,12,4,52,103,한국,씨제이엔터테인먼트,코미디,12세이상관람가,심형래,0,3794,0,0,2316099
폴 페이그,5,2,21,121,미국,이십세기폭스코리아(주),액션,15세이상관람가,주드 로,0,502,2016,0,2315882
론 클레멘츠/존 머스커,1,1,2,113,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,드웨인 존슨,0,370,2774,0,2310054
올리비에 메가턴,9,3,39,92,프랑스,이십세기폭스코리아(주),액션,청소년관람불가,기타,1,290,0,0,2308596
임상수,5,2,19,106,한국,(주)싸이더스,스릴러,청소년관람불가,전도연,0,184,0,0,2304487
웨스 볼,1,1,3,142,미국,이십세기폭스코리아(주),액션,12세이상관람가,딜런 오브라이언,1,471,24029,1,2299732
올 파커,8,3,32,113,미국,유니버설픽쳐스인터내셔널 코리아(유),뮤지컬,12세이상관람가,기타,,121,1122,0,2285143
피터 잭슨,12,4,50,161,미국,워너브러더스 코리아(주),어드벤처,12세이상관람가,마틴 프리먼,1,1014,0,0,2282744
제임스 맨골드,6,2,25,109,미국,이십세기폭스코리아(주),액션,15세이상관람가,톰 크루즈,,75,0,0,2282191
제임스 완,9,3,38,111,미국,워너브러더스 코리아(주),공포,15세이상관람가,베라 파미가,1,840,0,0,2262758
마이크 미첼,7,3,26,93,미국,씨제이엔터테인먼트,애니메이션,전체관람가,마이크 마이어스,1,239,0,0,2261356
잭 스나이더,3,1,12,151,미국,워너브러더스 코리아(주),액션,12세이상관람가,헨리 카빌,1,1127,16024,1,2256913
스티븐 스필버그,3,1,13,139,미국,워너브러더스 코리아(주),액션,12세이상관람가,마크 라이런스,0,144,853,1,2254430
피터 버그,4,2,15,131,미국,유니버설픽쳐스인터내셔널 코리아(유),SF,12세이상관람가,기타,0,426,0,0,2241687
가이 리치,12,4,51,128,미국,워너브러더스 코리아(주),액션,15세이상관람가,로버트 다우니 주니어,1,277,0,0,2239156
김지훈,8,3,31,101,한국,씨제이이앤엠(주),SF,15세이상관람가,하지원,0,1852,0,0,2232179
민성아/오성윤,7,3,30,93,한국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,문소리,0,716,0,1,2199048
백운학,5,2,20,102,한국,씨제이이앤엠(주),스릴러,15세이상관람가,손현주,0,235,5113,0,2192243
유하,1,1,4,135,한국,(주)쇼박스,액션,청소년관람불가,이민호,0,1317,21361,0,2192172
팀 버튼,3,1,9,108,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,판타지,전체관람가,기타,1,726,0,1,2182365
잭 스나이더,6,2,24,142,미국,워너브러더스 코리아(주),SF,12세이상관람가,헨리 카빌,1,967,0,0,2182227
나홍진,12,4,51,156,한국,(주)쇼박스,스릴러,청소년관람불가,김윤석,0,460,0,0,2167426
팻티 젠킨스,5,2,22,140,미국,워너브러더스 코리아(주),액션,12세이상관람가,갤 가돗,1,292,3222,1,2165401
김민석,11,4,45,114,한국,(주)넥스트엔터테인먼트월드(NEW),SF,15세이상관람가,강동원,0,1028,0,0,2164805
강제규,12,4,51,137,한국,기타,전쟁,15세이상관람가,기타,0,796,0,1,2142622
조던 필,5,2,20,103,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,다니엘 칼루야,0,1024,5068,0,2138146
임찬상,10,4,41,111,한국,씨네그루(주)다우기술,멜로,15세이상관람가,조정석,0,285,8499,0,2135614
김태곤,6,2,26,119,한국,(주)쇼박스,코미디,15세이상관람가,김혜수,0,1306,6176,0,2108273
데이빗 슬레이드,7,3,27,124,미국,(주)넥스트엔터테인먼트월드(NEW),판타지,12세이상관람가,기타,,1599,0,1,2105050
정근섭,5,2,20,119,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,기타,0,270,0,0,2095375
박희곤,9,3,38,126,한국,메가박스중앙(주)플러스엠,사극,12세이상관람가,조승우,0,283,1758,0,2087474
자움 콜렛 세라,2,1,9,106,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,기타,0,330,0,0,2084457
김정훈,12,4,48,118,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,청소년관람불가,이선균,0,184,0,0,2080574
크리스 밀러,1,1,2,90,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,223,0,1,2080154
스티븐 쿼일,8,3,35,89,미국,워너브러더스 코리아(주),액션,12세이상관람가,리차드 아미티지,0,387,1559,0,2078492
제임스 맨골드,3,1,9,137,미국,이십세기폭스코리아(주),액션,청소년관람불가,휴 잭맨,1,541,4093,1,2070084
백,8,3,34,126,한국,(주)넥스트엔터테인먼트월드(NEW),판타지,12세이상관람가,한효주,0,2660,17219,0,2053947
맷 리브스,8,3,33,139,미국,이십세기폭스코리아(주),액션,12세이상관람가,앤디 서키스,1,508,6877,0,2050909
박대민,7,3,27,120,한국,씨제이이앤엠(주),사극,12세이상관람가,유승호,0,863,20055,0,2044564
대런 아로노프스키,3,1,12,139,미국,씨제이이앤엠(주),어드벤처,15세이상관람가,기타,0,607,1674,1,2026574
알레한드로 곤잘레스 이냐리투,1,1,2,156,미국,이십세기폭스코리아(주),어드벤처,15세이상관람가,레오나르도 디카프리오,0,944,5179,1,2007180
마이크 뉴웰,5,2,21,116,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,기타,,213,0,0,2003533
한동욱,1,1,4,120,한국,(주)넥스트엔터테인먼트월드(NEW),멜로,15세이상관람가,황정민,0,458,0,0,1979311
기타,9,3,36,89,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,청소년관람불가,기타,0,609,12047,0,1971837
이종석,9,3,38,114,한국,씨제이이앤엠(주),범죄,15세이상관람가,현빈,0,170,946,0,1967721
로버트 로드리게즈,2,1,6,121,미국,이십세기폭스코리아(주),액션,12세이상관람가,기타,0,255,888,1,1949297
데이비드 F. 샌드버그,8,3,32,108,미국,워너브러더스 코리아(주),공포,15세이상관람가,스테파니 시그만,1,163,6123,0,1934192
제임스 완,6,2,23,131,미국,워너브러더스 코리아(주),공포,15세이상관람가,베라 파미가,1,176,7907,0,1926201
데이빗 소렌,7,3,30,95,미국,씨제이이앤엠(주),애니메이션,전체관람가,라이언 레이놀즈,0,242,0,0,1923748
강효진,1,1,2,122,한국,기타,판타지,15세이상관람가,기타,0,197,2285,0,1901684
데이비드 에이어,8,3,31,122,미국,워너브러더스 코리아(주),액션,15세이상관람가,윌 스미스,1,1090,32475,1,1898121
박진표,1,1,3,118,한국,씨제이이앤엠(주),멜로,15세이상관람가,이승기,0,957,19766,0,1891993
강우석,1,1,3,144,한국,씨제이엔터테인먼트,드라마,전체관람가,기타,0,464,0,0,1888100
크리스 콜럼버스,2,1,6,118,미국,이십세기폭스코리아(주),판타지,12세이상관람가,기타,,468,0,1,1877226
권혁재,9,3,36,100,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,이영수,0,133,0,0,1873327
노덕,3,1,12,112,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,청소년관람불가,기타,0,450,0,0,1865195
이규만,2,1,7,132,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,기타,0,585,0,0,1864408
우민호,12,4,51,139,한국,(주)쇼박스,범죄,청소년관람불가,송강호,0,293,2185,0,1864076
올리비에 메가턴,1,1,1,111,미국,이십세기폭스코리아(주),액션,15세이상관람가,기타,1,422,8326,0,1860934
문현성,5,2,18,127,한국,씨제이이앤엠(주),드라마,12세이상관람가,하지원,0,441,0,0,1857392
존 추,3,1,13,110,미국,씨제이이앤엠(주),액션,15세이상관람가,이병헌,1,595,0,0,1855917
이창재,5,2,21,109,한국,CGV아트하우스,다큐멘터리,12세이상관람가,노무현,0,2190,45099,0,1854867
방은진,12,4,50,130,한국,씨제이이앤엠(주),드라마,15세이상관람가,전도연,0,1172,0,1,1854625
김지운,8,3,32,144,한국,(주)쇼박스,스릴러,청소년관람불가,이병헌,0,294,0,0,1848418
한준희,1,1,5,133,한국,(주)쇼박스,범죄,15세이상관람가,공효진,0,159,1079,0,1826714
변성현,12,4,49,114,한국,씨제이이앤엠(주),멜로,청소년관람불가,지성,0,477,0,0,1823116
샘 멘데스,11,4,46,147,영국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,1,253,6919,0,1820842
저스틴 린,5,2,21,130,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,빈 디젤,1,519,0,0,1790457
잭 스나이더,11,4,46,119,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1,1077,7332,1,1786386
국동석,10,4,43,95,한국,씨제이이앤엠(주),스릴러,15세이상관람가,손예진,0,332,0,0,1766285
데이빗 핀처,10,4,43,148,미국,이십세기폭스코리아(주),스릴러,청소년관람불가,기타,0,117,1592,1,1764233
박훈정,12,4,51,139,한국,(주)넥스트엔터테인먼트월드(NEW),사극,12세이상관람가,최민식,0,553,8397,0,1762742
롭 레터맨,1,1,4,87,미국,이십세기폭스코리아(주),코미디,전체관람가,잭 블랙,0,331,0,0,1762070
리치 무어,1,1,1,112,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,존 C. 라일리,1,88,917,0,1754375
모튼 틸덤,2,1,8,114,영국,메가박스중앙(주)플러스엠,드라마,15세이상관람가,베네딕트 컴버배치,0,442,7140,1,1743774
강우석,4,2,15,153,한국,씨제이이앤엠(주),드라마,청소년관람불가,황정민,0,638,0,0,1737253
임순례,10,4,40,113,한국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,박해일,0,553,3728,0,1735640
가스 제닝스,12,4,51,107,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,매튜 매커너히,1,257,3517,0,1729426
전계수,2,1,9,121,한국,(주)넥스트엔터테인먼트월드(NEW),멜로,15세이상관람가,하정우,0,172,0,0,1726202
패트릭 휴즈,8,3,35,118,미국,(주)제이앤씨미디어그룹,액션,15세이상관람가,라이언 레이놀즈,1,162,3566,0,1721757
에릭 토레다노/올리비에르 나카체,3,1,12,112,프랑스,(주)넥스트엔터테인먼트월드(NEW),코미디,12세이상관람가,기타,0,209,0,0,1719772
이준익,1,1,4,117,한국,롯데쇼핑㈜롯데엔터테인먼트,전쟁,12세이상관람가,정진영,0,209,0,0,1717566
브래드 페이튼,6,2,23,114,미국,워너브러더스 코리아(주),액션,12세이상관람가,드웨인 존슨,0,266,3676,0,1714071
윤종찬,3,1,11,127,한국,(주)쇼박스,드라마,15세이상관람가,한석규,0,681,0,0,1713891
제이크 캐스단,1,1,1,118,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12세이상관람가,드웨인 존슨,,179,3970,0,1708672
김현석,2,1,6,122,한국,씨제이이앤엠(주),멜로,15세이상관람가,김윤석,0,7967,12076,0,1707487
케네스 브래너,4,2,17,130,미국,씨제이이앤엠(주),액션,12세이상관람가,스텔란 스카스가드,1,231,0,0,1694529
조던 복트-로버츠,3,1,10,118,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,0,704,2936,0,1685933
이연우,1,1,4,121,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,박보영,0,1284,0,0,1676040
M. 나이트 샤말란,2,1,8,117,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,15세이상관람가,기타,0,169,3751,1,1675798
김병우,12,4,52,124,한국,씨제이이앤엠(주),액션,15세이상관람가,하정우,0,196,1598,0,1671548
사이몬 J.스미스/에릭 다넬,12,4,1,91,미국,씨제이이앤엠(주),애니메이션,전체관람가,베네딕트 컴버배치,0,188,4594,0,1661230
마이크 트메이어/스티브 마티노,7,3,30,92,미국,이십세기폭스코리아(주),애니메이션,전체관람가,기타,1,171,0,0,1648070
김홍선,8,3,35,111,한국,씨너스엔터테인먼트(주),범죄,청소년관람불가,기타,0,113,0,0,1646142
추창민,2,1,7,118,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,0,579,0,1,1640351
문현성,4,2,17,114,한국,씨제이이앤엠(주),코미디,12세이상관람가,이선균,0,575,3320,1,1634403
에릭 다넬/콘래드 베논/톰 맥그라스,6,2,23,93,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,153,0,0,1626704
대런 아로노프스키,2,1,8,108,미국,이십세기폭스코리아(주),드라마,청소년관람불가,기타,0,218,0,0,1623199
저스틴 린,4,2,16,130,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,15세이상관람가,드웨인 존슨,1,126,0,0,1621973
이한,3,1,11,117,한국,CGV아트하우스,드라마,12세이상관람가,기타,0,544,163,1,1613392
유하,2,1,7,114,한국,씨제이이앤엠(주),범죄,15세이상관람가,송강호,0,243,0,1,1612554
이재용,9,3,36,117,한국,씨제이이앤엠(주),드라마,12세이상관람가,기타,0,3143,15718,1,1611519
J.J. 에이브럼스,5,2,22,131,미국,씨제이이앤엠(주),액션,12세이상관람가,기타,1,645,0,0,1605271
김성훈,10,4,43,121,한국,(주)넥스트엔터테인먼트월드(NEW),사극,15세이상관람가,현빈,0,263,1631,0,1599290
리들리 스콧,5,2,19,140,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,0,99,0,0,1596574
김봉주,10,4,43,114,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,손현주,0,522,5205,0,1593694
김민호,11,4,47,115,한국,(주)쇼박스,범죄,15세이상관람가,마동석,0,231,476,0,1593386
노암 머로,3,1,10,102,미국,워너브러더스 코리아(주),액션,청소년관람불가,레나 헤디,1,278,0,0,1593116
이안,1,1,1,126,미국,기타,어드벤처,전체관람가,수라즈 샤르마,0,257,0,1,1588373
송해성,9,3,37,124,한국,씨제이엔터테인먼트,드라마,15세이상관람가,기타,0,353,0,0,1571432
데이미언 셔젤,3,1,11,106,미국,(주)쇼박스,드라마,15세이상관람가,기타,0,828,3127,0,1561815
트래비스 나이트,12,4,52,113,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12세이상관람가,기타,0,171,740,0,1561643
방은진,10,4,42,119,한국,씨제이이앤엠(주),미스터리,15세이상관람가,기타,0,196,0,0,1552055
이권,12,4,49,102,한국,메가박스중앙(주)플러스엠,스릴러,15세이상관람가,공효진,0,188,383,0,1545442
조셉 코신스키,4,2,15,124,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,톰 크루즈,0,445,0,0,1515356
젠디 타타코브스키,12,4,52,89,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1,449,4342,0,1515104
리들리 스콧,12,4,49,153,미국,이십세기폭스코리아(주),드라마,12세이상관람가,크리스찬 베일,0,320,4163,0,1511145
박희곤,12,4,51,127,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,조승우,0,497,0,0,1507084
딘 데블로이스,1,1,5,104,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,제이 바루첼,1,311,3911,0,1506928
